,index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
7336,13019,"[45, 50[",State-gov,154493,HS-grad,9,Divorced,Exec-managerial, Unmarried,*,Female,0,0,44,United-States, <=50K
7337,13021,"[20, 25[",Private,102323,HS-grad,9,Never-married,Machine-op-inspct, Own-child,*,Male,0,0,40,United-States, <=50K
7338,13027,"[35, 40[",Private,52738,Some-college,10,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,46,United-States, <=50K
7339,13029,"[30, 35[",Private,381153,HS-grad,9,Never-married,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
7340,13030,"[50, 55[",Private,103700,HS-grad,9,Widowed,Other-service, Unmarried,*,Female,0,0,40,United-States, <=50K
7341,13031,"[35, 40[",Private,298635,Bachelors,13,Never-married,Sales, Not-in-family,*,Male,0,0,50,United-States, <=50K
7342,13032,"[30, 35[",Private,127895,Some-college,10,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
7343,13033,"[40, 45[",Self-emp-inc,212760,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,60,United-States, >50K
7344,13039,"[40, 45[",Private,69333,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,45,United-States, >50K
7345,13040,"[25, 30[",Private,190060,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, >50K
7346,13044,"[45, 50[",Private,27332,HS-grad,9,Divorced,Sales, Not-in-family,*,Female,0,0,40,United-States, <=50K
7347,13045,"[20, 25[",Private,24395,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Female,0,0,30,United-States, <=50K
7348,13046,"[25, 30[",Private,330695,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,50,United-States, <=50K
7349,13047,"[40, 45[",Self-emp-not-inc,171615,Some-college,10,Never-married,Craft-repair, Not-in-family,*,Male,0,0,35,United-States, >50K
7350,13048,"[25, 30[",Private,116372,Bachelors,13,Never-married,Exec-managerial, Not-in-family,*,Female,0,0,60,United-States, <=50K
7351,13050,"[15, 20[",Local-gov,202184,Some-college,10,Never-married,Adm-clerical, Own-child,*,Male,0,0,15,United-States, <=50K
7352,13051,"[20, 25[",Private,315303,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,25,United-States, <=50K
7353,13054,"[15, 20[",Private,317425,11th,7,Never-married,Other-service, Own-child,*,Male,0,0,7,United-States, <=50K
7354,13056,"[35, 40[",Private,116541,Masters,14,Never-married,Prof-specialty, Own-child,*,Male,0,0,44,United-States, >50K
7355,13058,"[45, 50[",Private,273194,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,3137,0,35,United-States, <=50K
7356,13063,"[20, 25[",State-gov,334113,Some-college,10,Married-civ-spouse,Other-service, Husband,*,Male,0,0,40,United-States, <=50K
7357,13066,"[45, 50[",Federal-gov,211123,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7358,13067,"[45, 50[",Self-emp-inc,38819,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,36,United-States, <=50K
7359,13068,"[60, 65[",Private,162391,7th-8th,4,Married-civ-spouse,Transport-moving, Husband,*,Male,0,1651,40,United-States, <=50K
7360,13070,"[35, 40[",State-gov,89040,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
7361,13072,"[15, 20[",Private,87157,12th,8,Never-married,Other-service, Own-child,*,Male,0,0,25,United-States, <=50K
7362,13073,"[25, 30[",Self-emp-not-inc,398918,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,50,United-States, >50K
7363,13074,"[60, 65[",?,123612,Bachelors,13,Married-civ-spouse,?, Husband,*,Male,0,0,4,United-States, <=50K
7364,13075,"[20, 25[",Private,155818,HS-grad,9,Never-married,Other-service, Own-child,*,Female,0,0,20,United-States, <=50K
7365,13076,"[25, 30[",Private,243660,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,40,United-States, <=50K
7366,13077,"[55, 60[",Private,134195,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, <=50K
7367,13078,"[55, 60[",Private,238638,7th-8th,4,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7368,13079,"[30, 35[",Private,159929,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7369,13080,"[15, 20[",Private,198668,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,40,United-States, <=50K
7370,13081,"[25, 30[",Private,215504,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
7371,13087,"[40, 45[",Private,201764,HS-grad,9,Divorced,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
7372,13093,"[50, 55[",State-gov,24647,Some-college,10,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,40,United-States, >50K
7373,13094,"[30, 35[",Private,734193,Some-college,10,Never-married,Exec-managerial, Not-in-family,*,Female,0,0,50,United-States, <=50K
7374,13096,"[40, 45[",Federal-gov,192589,Bachelors,13,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,40,United-States, <=50K
7375,13098,"[30, 35[",Private,207284,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
7376,13099,"[45, 50[",Private,109089,Some-college,10,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,70,United-States, <=50K
7377,13100,"[50, 55[",Private,274528,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, <=50K
7378,13103,"[45, 50[",Self-emp-inc,188610,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,48,United-States, <=50K
7379,13105,"[30, 35[",Private,260560,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, <=50K
7380,13108,"[35, 40[",Local-gov,52465,HS-grad,9,Never-married,Other-service, Not-in-family,*,Male,0,0,40,United-States, <=50K
7381,13109,"[30, 35[",Private,737315,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
7382,13110,"[20, 25[",?,195143,Some-college,10,Never-married,?, Own-child,*,Female,0,0,29,United-States, <=50K
7383,13112,"[60, 65[",Private,198170,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,45,United-States, >50K
7384,13113,"[45, 50[",Local-gov,183168,Bachelors,13,Divorced,Prof-specialty, Unmarried,*,Female,0,0,43,United-States, <=50K
7385,13114,"[40, 45[",Private,196545,Bachelors,13,Married-civ-spouse,Craft-repair, Husband,*,Male,7298,0,40,United-States, >50K
7386,13118,"[45, 50[",Private,95661,Some-college,10,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,43,United-States, <=50K
7387,13119,"[35, 40[",Private,468713,Some-college,10,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,40,United-States, <=50K
7388,13120,"[50, 55[",Private,169112,Masters,14,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, >50K
7389,13121,"[50, 55[",Private,74024,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,45,United-States, >50K
7390,13123,"[40, 45[",Local-gov,33331,Masters,14,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
7391,13124,"[20, 25[",Private,181557,HS-grad,9,Never-married,Other-service, Own-child,*,Male,0,0,25,United-States, <=50K
7392,13127,"[35, 40[",Private,146091,Some-college,10,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
7393,13128,"[40, 45[",Local-gov,174575,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,5178,0,40,United-States, >50K
7394,13132,"[50, 55[",Local-gov,168672,Masters,14,Married-civ-spouse,Prof-specialty, Wife,*,Female,0,1902,40,United-States, >50K
7395,13133,"[60, 65[",Private,38352,HS-grad,9,Widowed,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
7396,13134,"[40, 45[",State-gov,180272,Masters,14,Never-married,Prof-specialty, Own-child,*,Female,0,0,35,United-States, <=50K
7397,13135,"[20, 25[",State-gov,275421,Some-college,10,Never-married,Machine-op-inspct, Own-child,*,Female,0,0,40,United-States, <=50K
7398,13136,"[40, 45[",Local-gov,173051,Some-college,10,Divorced,Other-service, Unmarried,*,Female,0,0,45,United-States, <=50K
7399,13138,"[40, 45[",Local-gov,267138,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7400,13139,"[20, 25[",Private,135138,Bachelors,13,Never-married,Sales, Own-child,*,Male,0,0,40,United-States, <=50K
7401,13143,"[25, 30[",Private,154863,Bachelors,13,Never-married,Adm-clerical, Own-child,*,Male,0,0,35,United-States, <=50K
7402,13144,"[35, 40[",Private,194004,11th,7,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,25,United-States, <=50K
7403,13146,"[50, 55[",Local-gov,548361,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,26,United-States, <=50K
7404,13148,"[45, 50[",Self-emp-inc,127111,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, <=50K
7405,13149,"[45, 50[",Private,171807,HS-grad,9,Divorced,Sales, Unmarried,*,Female,0,0,45,United-States, <=50K
7406,13150,"[45, 50[",Local-gov,40666,HS-grad,9,Married-civ-spouse,Other-service, Husband,*,Male,0,0,40,United-States, <=50K
7407,13151,"[40, 45[",Local-gov,340682,HS-grad,9,Divorced,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
7408,13152,"[30, 35[",Private,175052,HS-grad,9,Divorced,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
7409,13154,"[45, 50[",Private,154405,HS-grad,9,Married-civ-spouse,Handlers-cleaners, Husband,*,Male,0,0,40,United-States, <=50K
7410,13155,"[15, 20[",Private,108402,10th,6,Never-married,Sales, Own-child,*,Female,0,0,20,United-States, <=50K
7411,13157,"[40, 45[",Private,42476,HS-grad,9,Never-married,Adm-clerical, Other-relative,*,Female,0,0,30,United-States, <=50K
7412,13158,"[20, 25[",Private,161708,Assoc-acdm,12,Never-married,Other-service, Own-child,*,Female,0,0,20,United-States, <=50K
7413,13161,"[65, 70[",?,137354,Some-college,10,Married-civ-spouse,?, Husband,*,Male,0,0,20,United-States, <=50K
7414,13163,"[30, 35[",Federal-gov,149368,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
7415,13166,"[50, 55[",Local-gov,202733,Masters,14,Married-civ-spouse,Exec-managerial, Husband,*,Male,7688,0,70,United-States, >50K
7416,13168,"[20, 25[",Private,260254,HS-grad,9,Never-married,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
7417,13172,"[35, 40[",State-gov,114366,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,35,United-States, <=50K
7418,13176,"[40, 45[",Private,149909,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,42,United-States, >50K
7419,13177,"[20, 25[",?,58740,Some-college,10,Never-married,?, Own-child,*,Male,0,0,15,United-States, <=50K
7420,13179,"[45, 50[",Private,255348,Some-college,10,Divorced,Exec-managerial, Not-in-family,*,Female,0,0,40,United-States, <=50K
7421,13180,"[35, 40[",Private,176050,Some-college,10,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
7422,13182,"[60, 65[",?,197286,HS-grad,9,Married-civ-spouse,?, Husband,*,Male,0,0,40,United-States, <=50K
7423,13184,"[30, 35[",Private,159737,HS-grad,9,Never-married,Sales, Unmarried,*,Female,0,0,58,United-States, <=50K
7424,13185,"[35, 40[",Private,316211,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,60,United-States, >50K
7425,13186,"[30, 35[",Private,127610,Bachelors,13,Married-civ-spouse,Prof-specialty, Wife,*,Female,0,1902,32,United-States, >50K
7426,13187,"[45, 50[",Local-gov,556652,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, >50K
7427,13188,"[15, 20[",Private,265576,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,50,United-States, <=50K
7428,13189,"[40, 45[",Private,347653,Some-college,10,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,48,United-States, >50K
7429,13192,"[30, 35[",Private,203051,Bachelors,13,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,27,United-States, <=50K
7430,13194,"[35, 40[",Private,167735,Assoc-voc,11,Married-civ-spouse,Craft-repair, Husband,*,Male,0,1887,40,United-States, >50K
7431,13196,"[20, 25[",Private,185554,Bachelors,13,Never-married,Prof-specialty, Own-child,*,Female,0,0,40,United-States, <=50K
7432,13197,"[40, 45[",Private,350387,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,40,United-States, >50K
7433,13199,"[55, 60[",Private,105582,HS-grad,9,Married-civ-spouse,Handlers-cleaners, Husband,*,Male,3103,0,40,United-States, >50K
7434,13200,"[35, 40[",Self-emp-not-inc,350247,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, >50K
7435,13202,"[35, 40[",Private,107737,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,55,United-States, >50K
7436,13203,"[60, 65[",?,334741,HS-grad,9,Married-civ-spouse,?, Husband,*,Male,0,0,20,United-States, <=50K
7437,13204,"[40, 45[",Private,115562,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,42,United-States, >50K
7438,13206,"[35, 40[",Local-gov,95855,Masters,14,Married-civ-spouse,Prof-specialty, Wife,*,Female,0,0,60,United-States, >50K
7439,13207,"[50, 55[",Private,391016,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, >50K
7440,13208,"[35, 40[",Federal-gov,51089,Bachelors,13,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,50,United-States, >50K
7441,13212,"[35, 40[",Self-emp-not-inc,187693,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,72,United-States, >50K
7442,13214,"[30, 35[",Private,208043,Assoc-voc,11,Married-civ-spouse,Prof-specialty, Husband,*,Male,7298,0,45,United-States, >50K
7443,13215,"[20, 25[",Local-gov,289982,Bachelors,13,Never-married,Prof-specialty, Own-child,*,Female,0,0,35,United-States, <=50K
7444,13217,"[20, 25[",Private,200973,Some-college,10,Never-married,Sales, Own-child,*,Female,0,0,20,United-States, <=50K
7445,13218,"[35, 40[",Private,111377,10th,6,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7446,13219,"[60, 65[",Self-emp-not-inc,136684,HS-grad,9,Widowed,Adm-clerical, Other-relative,*,Female,0,0,30,United-States, <=50K
7447,13220,"[40, 45[",Private,176716,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, >50K
7448,13221,"[45, 50[",Self-emp-not-inc,166894,Some-college,10,Divorced,Prof-specialty, Unmarried,*,Female,0,0,40,United-States, <=50K
7449,13222,"[35, 40[",Private,243872,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,70,United-States, >50K
7450,13224,"[45, 50[",Private,102597,Bachelors,13,Divorced,Prof-specialty, Unmarried,*,Female,0,0,40,United-States, <=50K
7451,13225,"[20, 25[",Private,60331,Some-college,10,Married-civ-spouse,Other-service, Husband,*,Male,0,0,35,United-States, <=50K
7452,13228,"[40, 45[",Private,145441,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, >50K
7453,13230,"[20, 25[",Private,691830,HS-grad,9,Never-married,Sales, Own-child,*,Female,0,0,35,United-States, <=50K
7454,13231,"[20, 25[",Private,189203,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,50,United-States, <=50K
7455,13233,"[40, 45[",Federal-gov,280167,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
7456,13234,"[65, 70[",?,407338,Some-college,10,Married-civ-spouse,?, Husband,*,Male,0,0,20,United-States, <=50K
7457,13235,"[35, 40[",Private,52978,Some-college,10,Divorced,Other-service, Not-in-family,*,Female,0,1721,55,United-States, <=50K
7458,13238,"[25, 30[",Local-gov,167835,Bachelors,13,Married-civ-spouse,Prof-specialty, Wife,*,Female,0,0,38,United-States, >50K
7459,13241,"[40, 45[",Local-gov,47902,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,45,United-States, >50K
7460,13243,"[55, 60[",Private,56392,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, <=50K
7461,13245,"[25, 30[",Private,204074,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,48,United-States, <=50K
7462,13247,"[40, 45[",Private,102085,Some-college,10,Divorced,Adm-clerical, Other-relative,*,Female,0,0,40,United-States, <=50K
7463,13249,"[30, 35[",State-gov,332379,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, >50K
7464,13251,"[40, 45[",Self-emp-not-inc,57233,HS-grad,9,Married-civ-spouse,Farming-fishing, Husband,*,Male,0,0,50,United-States, <=50K
7465,13252,"[35, 40[",Private,192337,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,7688,0,40,United-States, >50K
7466,13254,"[25, 30[",Private,369114,HS-grad,9,Divorced,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
7467,13256,"[55, 60[",Private,160303,HS-grad,9,Widowed,Adm-clerical, Other-relative,*,Female,0,0,40,United-States, <=50K
7468,13257,"[45, 50[",Private,50474,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
7469,13258,"[25, 30[",Private,321577,HS-grad,9,Never-married,Machine-op-inspct, Own-child,*,Female,0,0,40,United-States, <=50K
7470,13259,"[40, 45[",Private,29591,HS-grad,9,Divorced,Sales, Not-in-family,*,Male,0,0,30,United-States, <=50K
7471,13260,"[30, 35[",Self-emp-not-inc,334744,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,50,United-States, >50K
7472,13261,"[20, 25[",Self-emp-not-inc,269474,HS-grad,9,Never-married,Farming-fishing, Own-child,*,Male,0,0,40,United-States, <=50K
7473,13262,"[40, 45[",Private,287306,HS-grad,9,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,1902,40,United-States, >50K
7474,13265,"[40, 45[",Private,96249,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,42,United-States, >50K
7475,13267,"[30, 35[",Private,188246,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, >50K
7476,13269,"[35, 40[",Private,292185,Bachelors,13,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,40,United-States, <=50K
7477,13270,"[40, 45[",Private,101593,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,15024,0,50,United-States, >50K
7478,13271,"[30, 35[",Local-gov,70164,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,60,United-States, <=50K
7479,13272,"[35, 40[",Private,269722,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,55,United-States, >50K
7480,13273,"[30, 35[",Self-emp-not-inc,175502,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,60,United-States, <=50K
7481,13274,"[50, 55[",Private,233165,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,60,United-States, >50K
7482,13275,"[25, 30[",Private,177351,Bachelors,13,Never-married,Sales, Not-in-family,*,Male,0,0,45,United-States, <=50K
7483,13277,"[25, 30[",Private,288959,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,36,United-States, <=50K
7484,13279,"[45, 50[",Private,146919,Some-college,10,Divorced,Adm-clerical, Unmarried,*,Female,0,0,45,United-States, <=50K
7485,13280,"[20, 25[",Private,388811,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
7486,13282,"[35, 40[",Self-emp-not-inc,98360,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, <=50K
7487,13283,"[45, 50[",Private,369538,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, >50K
7488,13287,"[30, 35[",Self-emp-not-inc,108247,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,55,United-States, >50K
7489,13289,"[35, 40[",Private,91711,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,60,United-States, >50K
7490,13290,"[60, 65[",?,166855,Bachelors,13,Married-civ-spouse,?, Husband,*,Male,0,0,10,United-States, <=50K
7491,13291,"[55, 60[",Private,182062,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,5013,0,40,United-States, <=50K
7492,13293,"[30, 35[",Private,43953,Bachelors,13,Married-civ-spouse,Prof-specialty, Wife,*,Female,0,0,35,United-States, <=50K
7493,13294,"[25, 30[",Local-gov,84224,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Female,0,0,40,United-States, <=50K
7494,13297,"[35, 40[",Private,29814,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7495,13298,"[35, 40[",Private,241805,Some-college,10,Married-civ-spouse,Other-service, Husband,*,Male,0,0,30,United-States, <=50K
7496,13299,"[40, 45[",Private,214838,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,45,United-States, >50K
7497,13300,"[35, 40[",Private,240810,Assoc-acdm,12,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,45,United-States, <=50K
7498,13301,"[40, 45[",Private,154076,Some-college,10,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,50,United-States, >50K
7499,13304,"[60, 65[",Private,145995,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, >50K
7500,13306,"[20, 25[",Private,233626,Bachelors,13,Never-married,Sales, Not-in-family,*,Male,0,0,25,United-States, <=50K
7501,13307,"[15, 20[",Private,607799,HS-grad,9,Never-married,Machine-op-inspct, Not-in-family,*,Female,0,0,60,United-States, <=50K
7502,13308,"[45, 50[",Private,88500,Some-college,10,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,44,United-States, >50K
7503,13309,"[35, 40[",Private,127809,HS-grad,9,Separated,Other-service, Unmarried,*,Female,0,0,30,United-States, <=50K
7504,13310,"[45, 50[",Private,243743,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
7505,13312,"[35, 40[",Self-emp-not-inc,231180,HS-grad,9,Married-civ-spouse,Other-service, Husband,*,Male,0,0,50,United-States, <=50K
7506,13314,"[35, 40[",Private,177075,HS-grad,9,Divorced,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
7507,13317,"[45, 50[",Private,255559,Some-college,10,Married-civ-spouse,Adm-clerical, Wife,*,Female,0,0,40,United-States, >50K
7508,13318,"[25, 30[",Private,169815,Bachelors,13,Never-married,Sales, Own-child,*,Male,0,0,40,United-States, <=50K
7509,13320,"[35, 40[",Private,270059,Some-college,10,Divorced,Sales, Unmarried,*,Female,0,0,30,United-States, <=50K
7510,13321,"[50, 55[",?,31588,HS-grad,9,Married-civ-spouse,?, Husband,*,Male,2635,0,40,United-States, <=50K
7511,13322,"[15, 20[",Private,345403,10th,6,Never-married,Other-service, Own-child,*,Male,0,0,40,United-States, <=50K
7512,13323,"[15, 20[",Private,194897,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,40,United-States, <=50K
7513,13324,"[30, 35[",Private,388741,Some-college,10,Never-married,Adm-clerical, Unmarried,*,Female,0,0,38,United-States, <=50K
7514,13327,"[45, 50[",Private,75673,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
7515,13328,"[45, 50[",Self-emp-inc,141058,Some-college,10,Divorced,Exec-managerial, Not-in-family,*,Male,0,2339,50,United-States, <=50K
7516,13329,"[40, 45[",Private,47902,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,35,United-States, >50K
7517,13331,"[40, 45[",Private,255675,Some-college,10,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
7518,13333,"[20, 25[",Private,125106,Bachelors,13,Never-married,Prof-specialty, Own-child,*,Female,0,0,40,United-States, <=50K
7519,13334,"[30, 35[",Private,139890,Some-college,10,Divorced,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
7520,13335,"[35, 40[",Private,76878,11th,7,Married-civ-spouse,Craft-repair, Husband,*,Male,5178,0,40,United-States, >50K
7521,13337,"[30, 35[",Private,43953,HS-grad,9,Never-married,Adm-clerical, Other-relative,*,Female,0,1974,40,United-States, <=50K
7522,13339,"[20, 25[",Local-gov,55890,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Female,0,0,40,United-States, <=50K
7523,13340,"[45, 50[",Self-emp-not-inc,255934,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,80,United-States, <=50K
7524,13342,"[45, 50[",Self-emp-not-inc,39986,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, <=50K
7525,13343,"[55, 60[",Private,208451,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
7526,13346,"[35, 40[",Self-emp-not-inc,129150,HS-grad,9,Married-civ-spouse,Farming-fishing, Husband,*,Male,0,0,50,United-States, >50K
7527,13348,"[30, 35[",Local-gov,226443,Some-college,10,Married-civ-spouse,Protective-serv, Husband,*,Male,0,0,40,United-States, >50K
7528,13349,"[55, 60[",Private,146326,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,50,United-States, <=50K
7529,13354,"[15, 20[",Private,212468,Some-college,10,Never-married,Other-service, Own-child,*,Female,0,0,15,United-States, <=50K
7530,13355,"[20, 25[",Private,84726,Some-college,10,Never-married,Tech-support, Not-in-family,*,Female,0,0,40,United-States, <=50K
7531,13356,"[40, 45[",Private,137907,HS-grad,9,Divorced,Adm-clerical, Unmarried,*,Female,0,0,35,United-States, <=50K
7532,13360,"[35, 40[",Self-emp-not-inc,190895,Bachelors,13,Divorced,Exec-managerial, Not-in-family,*,Male,0,0,25,United-States, <=50K
7533,13363,"[20, 25[",Private,203076,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,35,United-States, <=50K
7534,13364,"[45, 50[",Private,53893,HS-grad,9,Divorced,Transport-moving, Not-in-family,*,Male,0,0,40,United-States, <=50K
7535,13365,"[15, 20[",?,171748,Some-college,10,Never-married,?, Own-child,*,Female,0,0,24,United-States, <=50K
7536,13366,"[50, 55[",Private,167770,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,1902,55,United-States, >50K
7537,13368,"[25, 30[",Private,660870,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Female,0,0,60,United-States, <=50K
7538,13369,"[20, 25[",Private,105686,HS-grad,9,Never-married,Machine-op-inspct, Not-in-family,*,Male,0,0,40,United-States, <=50K
7539,13372,"[25, 30[",Private,255849,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
